ID;default payment next month;PAY_AMT6;PAY_AMT5;PAY_AMT4;PAY_AMT3;PAY_AMT2;PAY_AMT1;BILL_AMT6;BILL_AMT5;BILL_AMT4;BILL_AMT3;BILL_AMT2;BILL_AMT1;PAY_6;PAY_5;PAY_4;PAY_3;PAY_2;PAY_0;AGE;MARRIAGE;EDUCATION;SEX;LIMIT_BAL
8699;0;1064;1537;15;4185;1706;2362;36436;38896;51802;49492;65515;66689;0;2;0;0;0;0;44;1;1;1;200000
8700;0;0;0;0;375;1120;2248;0;0;5275;7308;7512;14498;-2;0;0;0;0;0;37;1;3;1;10000
8701;0;5000;20645;15766;10819;10773;11406;64916;50570;44598;39572;33587;32782;0;0;0;0;0;0;36;1;2;1;310000
8702;1;0;1612;0;0;35028;1321;1612;8500;35028;35028;1321;0;-1;0;0;-1;-1;1;46;2;3;2;340000
8703;0;10000;5000;5000;5000;4700;6500;130478;131319;132066;134420;137465;144544;0;0;0;0;0;0;34;1;2;1;220000
8704;0;65678;20803;12550;40561;10000;12074;83535;122439;146443;117130;150824;151630;0;0;0;0;0;0;36;2;1;1;500000
8705;0;3000;30000;2215;3069;4120;1963;72869;117568;59021;56893;53681;52564;0;0;0;0;0;0;41;1;2;2;80000
8706;0;0;3000;1300;1412;5000;10000;38505;36087;35797;113809;111541;103457;0;0;0;0;0;0;36;2;1;1;200000
8707;0;112791;20081;144570;12383;30773;65140;15081;143874;12383;30704;65094;72364;-2;-2;-2;-2;-2;-2;36;1;2;2;270000
8708;1;4000;1300;1500;1500;2000;1599;30073;29260;33365;35304;43303;42440;0;0;0;0;0;2;29;2;2;2;100000
8709;1;18895;0;7629;0;0;4000;81931;102069;96287;98768;101249;99679;2;2;2;3;3;1;29;2;2;1;100000
8710;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;25;2;1;1;50000
8711;0;0;0;0;3562;650;926;3044;3044;3562;650;926;0;0;0;-1;-1;-1;1;33;2;3;2;260000
8712;0;817;811;396;7142;1967;0;811;396;5476;1967;0;396;-1;-1;-1;-1;-1;-1;24;2;2;2;100000
8713;0;0;0;0;0;0;0;0;0;0;0;0;298;-2;-2;-2;-2;-1;-1;31;2;3;2;240000
8714;1;1000;1000;1000;1000;1000;4300;20367;19848;19310;18923;18528;14484;0;0;0;2;0;0;28;1;3;2;50000
8715;0;2000;16271;0;0;2650;15000;16271;0;0;67450;81665;72374;-1;-2;0;0;0;0;54;2;2;1;50000
8716;0;29928;3277;3000;3435;2000;2100;3277;32778;33435;33275;34800;34606;-1;0;0;0;0;0;44;2;1;2;200000
8717;1;50000;6000;4000;12000;5000;4000;109479;105240;102903;92441;88931;86333;0;0;0;0;0;2;36;1;2;1;150000
8718;0;2000;2000;1000;1000;3000;2000;13235;11598;10927;10403;20703;19350;0;0;0;0;0;0;41;1;2;1;150000
8719;0;2000;1000;1000;400;1500;1450;8693;9303;8620;9762;47636;50066;0;0;0;0;0;0;40;1;2;1;50000
8720;0;2384;2411;5000;2377;2276;4000;66309;64976;61153;65119;63931;70204;0;0;0;0;0;0;27;2;1;1;100000
8721;0;3135;0;1996;337;1871;327;333;1846;337;1871;327;0;2;-1;-1;-1;-1;1;25;2;1;1;30000
8722;0;2000;2000;2000;2500;5300;3500;47743;58259;68901;77472;86985;96659;0;0;0;0;0;0;31;2;1;2;350000
8723;0;0;0;0;0;0;0;0;0;0;0;0;25925;-2;-2;-2;-2;0;0;50;2;2;1;50000
8724;0;660;636;674;200;800;1650;35976;19456;19209;19590;19427;20377;0;0;2;2;2;2;34;1;2;2;50000
8725;0;5642;2228;174;211;12327;2000;3002;8712;10538;12327;2000;2177;0;0;0;-1;-1;-1;43;2;1;2;250000
8726;1;268;14070;349;13581;1475;1181;14000;13930;13581;5475;6156;7571;-1;0;-1;0;0;-1;24;2;3;2;300000
8727;0;1815;2259;263;1191;388;390;1913;263;1187;388;390;1812;-1;-1;-1;-1;-1;-1;22;2;2;2;80000
8728;1;724;0;2148;539;0;1542;16247;16662;14763;14766;15304;14286;2;0;0;2;2;1;45;1;2;1;30000
8729;0;0;0;0;0;7;19438;-1900;-1900;-1900;-400;19340;28397;-2;-2;-2;-1;-1;-1;29;2;3;2;370000
8730;0;330;356;341;331;1150;1140;9617;9417;9225;9044;8034;8214;0;0;0;0;0;0;43;1;2;1;50000
8731;0;1701;1;2001;2001;2004;2004;22738;23654;22391;22513;22650;22479;2;0;0;0;0;0;22;1;1;2;30000
8732;0;3000;1000;4092;3000;3000;4022;25908;26089;23788;23524;26643;26179;0;0;0;0;0;0;26;2;2;2;200000
8733;0;0;4234;13870;20099;2883;4587;4234;13870;20099;2883;4582;-5;-1;-1;-1;-1;-1;1;48;1;3;2;230000
8734;0;2703;2968;2702;2767;2598;3149;76200;74469;73099;71523;70695;68652;0;0;0;0;0;0;29;2;2;2;290000
8735;0;0;0;0;7700;0;0;0;0;7700;0;0;0;-2;-2;-2;-2;-2;-2;39;1;2;2;100000
8736;0;1056;2000;3000;1603;0;2000;42854;42990;40793;40137;41095;40029;0;0;0;2;2;1;26;2;1;1;80000
8737;1;710;1200;1018;1200;2000;2000;28061;30849;37842;42151;45045;45709;0;0;0;0;0;0;39;2;2;2;90000
8738;0;1100;1150;1200;1150;1800;2000;34173;33502;35141;37135;38704;40028;0;0;0;0;0;0;37;1;1;1;90000
8739;0;0;680;526;0;3070;6000;678;526;0;23059;20847;15387;-1;-1;0;0;0;0;26;2;2;1;80000
8740;0;390;540;390;390;0;978;540;390;390;588;978;1550;-1;-1;-1;2;-1;-1;39;2;1;2;260000
8741;0;2050;2000;2000;3942;3000;2000;52229;51074;50344;47836;45610;44947;0;0;0;0;0;0;34;2;1;1;210000
8742;1;1200;1200;1200;2400;0;1800;30529;29974;29396;27770;28522;27458;2;2;2;2;2;2;26;1;2;2;80000
8743;0;17336;1143;949;1000;49008;7000;19417;46476;49464;49946;7927;4360;0;0;0;0;0;0;25;2;2;2;170000
8744;0;10000;5000;10000;10000;10000;7000;165582;166745;186168;178840;172145;167856;0;0;0;0;0;0;38;2;1;2;240000
8745;0;0;0;0;1089;0;7928;843;1089;1089;0;7628;-300;0;0;-1;-1;-1;1;32;2;1;2;150000
8746;0;0;0;0;0;0;25000;0;0;0;0;25000;25000;-2;-2;-2;-1;-1;-1;28;2;1;2;220000
8747;0;6200;2100;2035;5000;1801;5000;52833;52073;51179;47306;46609;42653;0;0;0;0;0;0;27;2;1;1;80000
8748;0;4872;165759;5400;5300;6100;7200;157632;154456;151343;150209;157690;155458;-1;-2;-1;-1;-2;-2;41;1;1;1;160000
8749;0;5000;5100;5200;5000;6500;5420;136581;137015;134503;141347;137562;136650;0;0;0;0;0;0;37;1;2;2;140000
8750;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;25;2;2;2;130000
8751;0;3500;3500;3500;3800;5000;4525;107788;105617;103776;101651;98281;95278;0;0;0;0;0;0;34;2;1;2;280000
8752;0;3090;0;0;0;99165;0;0;0;0;99165;460;4420;-2;-2;-1;-1;2;-1;28;2;1;1;200000
8753;1;2000;1500;1200;1300;2000;1700;30445;29579;29475;28928;27708;26432;0;0;0;0;0;0;36;3;2;1;50000
8754;0;2000;2000;1600;1528;3000;2636;46702;45394;44446;43879;41515;39471;0;0;0;0;0;0;44;2;2;2;150000
8755;0;0;0;0;0;0;0;0;0;0;0;0;15991;-2;-2;-2;-2;0;0;36;1;1;2;210000
8756;1;0;0;0;0;0;0;-472;-472;-472;-472;-2;-2;-2;-2;-2;-2;-2;1;39;1;1;1;190000
8757;0;0;5300;5500;12000;6200;4600;142254;140419;137279;128906;124785;123662;2;2;0;0;0;0;28;2;1;2;140000
8758;0;316;2606;416;416;416;316;2606;416;416;416;316;2392;-1;-1;-1;-1;-1;-1;41;1;3;2;160000
8759;1;3600;4100;5001;5000;6000;6200;106396;128771;130078;128505;134212;177893;0;0;0;0;0;0;39;1;1;2;180000
8760;0;780;1500;3199;140;1000;1336;1500;10199;7000;6860;8176;9930;-1;0;0;0;0;0;22;2;1;2;20000
8761;0;2710;71;5017;5000;1200;1400;3570;5017;24048;20718;21940;23325;0;-1;0;0;0;0;37;1;2;2;50000
8762;0;0;0;0;600;0;0;-150;-150;600;0;0;0;-2;-1;-1;-2;-2;1;34;1;1;2;150000
8763;0;2000;2650;2880;4340;4900;6018;73154;82676;94344;105606;118800;127491;0;0;0;0;0;0;33;1;3;2;210000
8764;0;200284;188715;123042;162434;12930;27024;188547;122430;162415;12866;26890;374776;-1;-1;-1;-2;-1;-1;43;2;2;2;500000
8765;0;1000;1191;1001;1000;1500;3018;30404;29625;29013;28406;27424;24817;0;0;0;0;0;0;22;2;2;2;70000
8766;1;0;0;3323;2000;1000;0;0;7889;6746;5836;10628;17553;0;0;0;0;2;-1;27;2;1;1;100000
8767;0;1000;1000;1000;1030;1600;2000;16928;16351;18605;18127;17140;15703;0;0;0;0;0;0;27;2;2;2;20000
8768;0;0;2000;332;500;900;2200;0;16600;16268;16168;15958;13987;0;0;0;2;0;0;23;2;2;1;20000
8769;1;316;306;304;293;2359;2690;8534;8367;8195;46759;49084;47987;0;0;0;0;0;2;25;2;2;1;50000
8770;0;7382;5059;5017;5055;145000;12;139945;143426;153381;153697;14802;29221;0;0;0;0;2;1;27;2;3;2;340000
8771;0;1230;2000;0;10458;72;0;11805;10149;10458;72;0;9700;0;2;-1;-1;0;0;29;2;1;1;130000
8772;0;5000;4544;4500;5000;8510;150000;161937;158745;155528;153327;151835;8513;0;0;0;0;0;0;53;1;2;2;320000
8773;1;6000;0;0;0;0;0;222356;225044;227800;232446;238172;243234;2;3;4;5;6;7;41;1;1;2;220000
8774;1;1500;1500;1000;1000;1580;2089;19901;19741;18963;19207;49564;48497;0;0;0;0;0;0;24;1;3;1;50000
8775;0;0;1000;4429;1256;1417;2000;30074;37015;33843;40832;40799;39445;2;0;0;0;0;0;25;2;1;2;150000
8776;0;49720;57196;28032;20886;24112;26111;56917;34132;20799;23721;25986;20641;-1;0;-1;-1;-1;-1;29;2;1;1;500000
8777;0;179580;20239;14111;13184;17563;16130;15549;14111;13184;17563;16105;13488;-1;-1;-1;-1;-1;-1;29;2;1;2;220000
8778;0;3668;2000;2000;3000;3000;2000;19056;19147;20011;18642;17712;28059;0;0;0;0;0;-1;24;2;1;2;70000
8779;0;0;0;370;2013;1400;5006;0;15900;20170;18987;27163;27431;0;0;0;0;0;0;24;2;2;2;70000
8780;0;4217;3391;2000;23707;0;0;23504;25233;23707;0;0;0;0;0;-1;-2;-2;-2;26;2;1;2;360000
8781;0;2500;2500;2300;2100;2100;3000;60317;58957;57584;56424;55851;53718;0;0;0;0;0;2;30;2;1;1;100000
8782;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;30;2;3;1;360000
8783;0;1430;2968;1093;36120;2576;2059;5695;36287;36116;2569;13034;14073;0;0;-1;-1;0;0;29;2;2;2;210000
8784;0;17012;242;593;1582;1575;1538;1099;1582;7592;24965;29647;37643;0;2;0;0;0;0;34;1;2;2;50000
8785;0;1011;1300;1300;1000;1500;2000;28871;28038;27178;26621;25857;34476;0;0;0;0;0;0;25;2;1;2;50000
8786;0;104078;1014;1933;2403;3807;9209;28654;64995;94511;109278;125280;139862;0;0;0;0;0;0;30;2;1;2;400000
8787;0;0;0;0;0;0;2400;0;0;0;0;51400;49885;-2;-2;-2;0;0;0;36;1;1;2;290000
8788;0;7000;5000;5000;3000;4700;30000;30861;31525;69339;66871;63396;38332;0;0;0;0;0;0;39;1;2;2;320000
8789;1;595;806;706;688;1308;1619;19792;19571;19434;19318;18629;17597;0;0;0;0;0;2;24;1;2;2;20000
8790;0;15000;12000;10000;10000;15006;15000;251540;243869;243132;244517;235045;225233;0;0;0;0;0;0;51;1;1;1;500000
8791;0;4450;0;2242;0;4000;1619;1850;2242;0;13802;40201;63421;2;-1;0;0;0;0;40;1;1;1;290000
8792;0;989;30289;711;583;1200;1704;29578;-711;29137;28754;47876;47036;-2;0;0;0;0;0;38;1;1;1;50000
8793;0;487;748;759;705;1712;2112;20066;20285;20281;50024;50854;50546;0;0;0;0;0;0;60;1;1;1;50000
8794;0;0;0;380;2011;55120;513;380;380;2011;55120;513;2820;0;-1;-1;-1;-1;-1;53;1;3;2;390000
8795;1;0;0;0;0;1897;2122;0;0;1190;1897;2122;700;-2;0;0;-1;-1;-1;27;2;1;2;90000
8796;0;780;0;1080;690;90;1800;540;1080;390;90;21190;20225;2;-1;-1;-1;0;0;53;1;3;2;50000
8797;1;2759;1242;2000;2000;3000;2000;40581;44087;42517;44532;42151;51545;0;0;0;0;0;0;28;2;1;2;230000
8798;1;2000;1900;3700;0;1800;2100;48797;47835;45029;46067;45305;44207;2;2;2;2;2;2;37;1;2;1;70000
8799;0;37000;0;5000;20000;11;15000;25258;53984;50009;37054;48359;63389;2;0;0;2;0;0;36;1;2;2;360000
8800;0;3000;2000;4000;2000;2000;2000;17303;15571;11797;10282;8785;10817;0;0;0;0;0;-1;31;2;2;2;300000
8801;1;1000;400;1000;2000;1200;2000;11107;11039;10361;8511;7596;5703;0;0;0;0;0;0;51;1;3;1;50000
8802;1;73;4374;0;1100;1551;0;4374;0;1100;1551;3121;4923;-1;-2;-1;-1;2;1;26;2;3;2;80000
8803;0;1000;1000;1000;1000;1000;1000;9744;9277;8792;8297;8852;9415;0;0;0;2;2;2;50;1;2;1;10000
8804;0;500;500;285;500;500;2200;8191;7822;7660;7434;7202;5236;0;0;0;2;0;0;28;2;2;1;10000
8805;0;981;1526;0;735;2385;900;1526;100;732;2385;896;743;-1;-1;-1;-1;-1;-1;29;2;2;2;140000
8806;0;390;390;480;500;560;1000;390;480;480;560;3360;23908;-1;-1;-1;-1;0;0;50;1;2;1;100000
8807;1;1243;1000;1000;1000;2000;1500;12753;12108;11445;10928;9395;8185;0;0;0;0;0;0;42;2;3;1;30000
8808;0;517;768;3158;10639;695;694;768;13158;10639;695;694;503;-1;0;-1;-1;-1;-1;49;1;1;1;280000
8809;1;0;443;100;943;1416;0;7082;7053;7595;7039;5758;5999;2;2;0;0;2;1;25;2;1;2;80000
8810;0;0;0;452;443;1400;1531;0;22610;22158;22115;21246;20044;0;0;0;0;0;0;59;1;2;1;30000
8811;1;4490;8668;0;0;0;0;8668;0;0;0;0;0;-1;-2;-2;-2;-2;1;64;1;1;2;390000
8812;1;0;0;0;0;0;0;0;0;0;0;864;1409;-2;-2;-2;2;2;-1;49;1;3;2;10000
8813;1;0;2191;904;2431;1261;2431;1801;904;2431;1261;2041;1261;-1;-1;-1;-1;-1;-1;49;1;1;1;70000
8814;0;3960;0;107;4000;2460;5123;0;5360;6460;2460;5123;12037;0;0;0;-1;-1;-1;37;2;2;2;160000
8815;0;800;1500;0;1400;0;1300;17961;16743;17160;16027;16591;15839;2;2;2;2;2;1;51;1;2;2;80000
8816;1;1700;3000;2100;2500;0;3700;28789;57036;27239;25172;25886;22885;0;0;0;2;0;0;24;2;2;1;30000
8817;0;0;8339;5982;2797;0;13003;8339;5982;2797;0;12958;7236;-1;-1;-1;-1;-1;-1;40;1;2;2;200000
8818;1;1000;10000;0;0;317;390;7942;-463;-73;317;390;836;-1;-2;-1;-1;-1;-1;24;2;1;2;60000
8819;0;0;21000;9000;15000;10000;9005;33351;39752;37975;24175;32919;56477;0;0;0;0;0;0;36;1;1;2;220000
8820;0;1238;1180;2003;994;1735;1481;28870;28159;28312;28783;27529;26480;0;0;0;0;0;0;41;1;1;2;30000
8821;1;18704;6384;7463;0;0;10000;3192;7463;7888;12861;20978;11237;-1;-1;0;2;0;0;33;2;1;2;60000
8822;1;0;1200;1400;0;1200;1200;30520;29958;29176;29954;29532;29093;2;2;3;3;3;3;23;2;2;2;30000
8823;0;3000;0;9000;4000;3000;4000;67747;86024;81808;82508;84237;141489;2;0;0;0;0;0;36;2;1;1;180000
8824;0;5926;10202;9902;1531;11220;4600;10178;9848;1531;11164;4588;5149;-1;-1;-1;-1;-1;-1;34;1;1;2;430000
8825;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;28;2;2;1;190000
8826;0;4000;3000;3240;2500;4500;1400;34457;16795;15102;16579;15975;18988;0;0;0;0;0;0;39;3;3;2;20000
8827;0;2001;898;3458;447;21888;1731;898;3458;447;21886;1731;6773;-2;-2;-2;-2;-2;-2;48;1;1;2;150000
8828;0;5000;5000;5000;2500;3600;6000;73537;69050;92126;127508;135760;131978;0;0;0;0;0;0;61;2;2;1;140000
8829;0;4211;16028;6031;2991;24;13681;15916;6013;2982;6143;13342;3061;-1;-1;-1;2;-1;-1;40;1;1;1;200000
8830;0;17125;799;0;2429;0;0;799;0;2429;0;0;0;-2;-2;-2;-2;-2;-2;35;2;1;2;240000
8831;0;780;0;1573;390;1473;2330;390;1573;390;1473;42803;42923;0;-1;-1;-1;0;2;33;1;2;1;50000
8832;1;2500;1500;1500;1800;0;3200;29980;29108;28209;26858;27600;24801;2;2;2;2;0;0;37;1;2;1;50000
8833;0;8000;8000;25000;10000;10400;9024;198171;230142;240607;238161;245552;247503;0;0;0;0;0;0;34;2;2;1;470000
8834;0;1354;1461;1598;1317;92113;6732;36687;39177;38144;87401;93777;117793;0;0;0;-1;-1;2;37;1;2;1;90000
8835;0;4302;3103;3797;3004;6500;2686;3019;3608;2970;6244;10321;-34;-1;-1;-1;-1;-1;1;45;1;1;2;420000
8836;0;2000;2021;2500;7;145740;8;48764;62675;77875;95740;-33350;-15308;0;0;2;-1;-2;-2;32;1;2;2;430000
8837;0;4881;10363;25;20368;65676;22452;10332;8433;20333;65330;22344;12178;-1;0;-1;-1;-2;-2;27;2;5;2;150000
8838;0;15532;5073;6213;7316;16918;6869;5073;6213;7312;16895;6869;6126;-1;-1;-1;-1;-1;-1;35;1;1;2;450000
8839;0;0;0;4092;7069;3655;0;0;4092;7069;3619;194;6516;-1;-1;-1;-1;2;1;41;1;2;2;220000
8840;0;7000;8000;8000;10000;10000;9000;220586;226808;232570;238438;244285;251063;0;0;0;0;0;0;35;2;1;1;150000
8841;0;360;220;220;220;70;4908;220;220;220;70;4908;2340;-1;-1;-1;-1;-1;-1;31;2;1;1;120000
8842;0;0;0;0;3958;3384;3381;0;0;3552;3344;3179;871;-2;-2;-2;-2;-2;-2;32;1;1;2;80000
8843;0;0;0;80;1027;1200;0;0;80;13565;23266;69748;73757;-1;-1;0;0;2;1;32;2;2;2;230000
8844;0;0;0;0;0;0;0;22680;23635;24579;25234;25589;25933;4;5;6;7;8;1;24;1;3;2;40000
8845;0;0;0;0;22935;0;200;0;16858;22935;200;200;0;0;0;-1;2;-1;1;66;1;2;2;300000
8846;0;1557;781;659;18740;1430;1473;781;659;18697;1430;1473;19155;-1;-1;-1;-1;-1;-1;51;1;2;2;360000
8847;1;0;0;0;200;300;2000;0;2561;4461;4991;10606;8823;0;0;0;2;2;2;22;2;1;2;50000
8848;0;0;0;0;1800;0;0;0;0;1740;-60;-60;3557;-2;-1;-1;-2;-1;-1;33;2;1;1;200000
8849;0;5003;132854;3006;0;83200;9900;125483;135838;157028;192575;139101;157174;-1;0;0;0;0;0;38;1;2;1;170000
8850;0;2000;3000;1210;1300;1505;2200;34265;33091;39764;45591;67942;70048;0;0;0;0;0;0;56;2;3;2;100000
8851;0;0;629;394;390;1400;1466;8440;19705;19479;19489;18555;17374;0;0;0;0;0;0;21;2;1;2;20000
8852;0;780;0;144;149;8595;390;0;7208;7454;8595;390;1473;0;0;0;-1;-1;-1;24;2;3;1;20000
8853;0;5762;5813;6980;7116;7613;199000;163444;215358;221126;227143;233289;47718;0;0;0;0;0;-1;36;1;2;2;210000
8854;0;1341;2058;1684;1724;1733;1866;47220;46805;50686;50085;50466;49793;0;0;0;0;0;0;29;2;2;2;50000
8855;0;1000;1000;700;700;1281;2000;18149;17541;17342;31539;42338;47689;0;0;0;0;0;0;42;2;2;1;50000
8856;1;2908;3052;3100;3051;10008;6159;80225;88542;92346;116797;113360;114815;0;0;0;0;0;0;26;2;2;1;120000
8857;1;1600;1600;0;1600;1600;3700;40607;39816;40748;40101;39448;36649;2;3;3;3;2;2;52;1;3;2;80000
8858;1;0;4433;66;0;0;2214;4433;0;66;66;2214;0;-1;2;2;2;-1;1;29;2;1;1;190000
8859;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;31;2;1;2;180000
8860;1;4055;1915;849;1001;2604;1597;1912;847;998;2597;1593;996;-1;-1;-1;-1;-1;-1;29;2;1;1;180000
8861;0;2000;2180;2000;2000;0;4029;46319;45036;43875;42867;49569;46633;0;0;0;2;0;0;26;2;2;2;110000
8862;0;0;0;0;0;0;7000;0;0;0;0;53358;53419;-2;-2;-2;0;0;-1;35;2;1;1;220000
8863;0;500;500;700;1500;1500;3000;7357;7355;7141;6107;5097;2524;0;0;0;0;0;0;22;2;2;2;80000
8864;0;0;2376;0;0;7289;1470;2376;0;0;7289;1470;15596;-2;-2;-2;-2;-2;-2;40;1;1;1;200000
8865;1;3500;1326;0;0;4800;1647;36483;38081;39952;40841;36688;35619;0;2;3;0;0;0;51;1;1;1;60000
8866;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;42;1;1;2;500000
8867;0;978;2672;970;2595;4247;962;2656;970;2579;4215;962;34339;-1;-1;-1;-1;-1;0;33;2;1;1;300000
8868;1;1079;2583;3037;2808;3868;3864;105706;113932;112072;119043;139648;151060;0;0;0;0;0;2;30;1;1;2;150000
8869;0;3105;1000;0;10000;1000;0;9341;15496;17701;9621;10724;13137;0;2;0;0;2;1;24;2;2;2;90000
8870;1;390;1473;1473;1473;1473;1473;1473;1473;1473;1473;1473;1473;-1;-1;-1;-1;-1;-1;44;1;1;1;240000
8871;0;5000;4000;5000;2705;4222;4664;81548;79028;75252;121378;126337;143701;0;0;0;0;0;0;45;1;2;2;190000
8872;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;37;2;1;1;80000
8873;0;5000;5000;5300;3000;4000;5300;38981;35559;30757;33040;29550;51652;0;0;0;0;0;0;37;2;2;2;500000
8874;0;4285;222;11480;6366;2950;29882;222;11480;6366;2950;29788;45603;-2;-1;-1;-1;-1;-2;42;2;1;2;360000
8875;0;19000;900;1000;500;1400;1715;891;18421;17421;17321;16636;33270;-1;0;0;0;0;0;24;2;3;1;60000
8876;0;1582;1440;2561;643;1311;1844;1440;2561;643;1311;1844;1605;-1;-1;-1;-1;-1;-1;25;2;1;2;140000
8877;0;700;676;670;700;1300;1384;18830;18461;18082;21746;23518;25234;0;0;0;0;0;0;37;1;2;2;50000
8878;1;0;573;0;552;0;1090;6074;5594;5833;5371;5609;4743;2;2;2;2;2;1;41;1;3;1;30000
8879;0;0;0;759;1000;2000;8000;0;759;10299;9299;38474;70537;-1;-1;0;0;0;0;28;1;3;2;150000
8880;0;8000;186732;8246;8201;7017;272817;177257;140909;174825;181255;181987;52666;-1;-2;-2;-2;-2;-2;26;1;2;2;180000
8881;0;12019;11503;12008;12004;12113;13393;322581;329604;331565;349361;390258;495736;0;0;0;0;0;0;33;2;2;2;660000
8882;0;1280;0;125;123;1000;5000;399;6268;6143;6020;5079;5397;0;0;0;0;0;1;28;2;1;1;210000
8883;0;5027;100095;5015;2663;6015;6641;141916;46254;74503;153635;156687;155131;0;0;0;0;0;0;52;2;5;2;230000
8884;1;0;700;700;1300;700;700;15306;15001;14683;13609;13427;13233;2;2;2;2;2;1;24;1;2;1;100000
8885;0;476;573;751;641;1300;11340;18601;18418;17955;17606;16890;5653;0;0;0;0;0;0;43;1;3;1;50000
8886;0;3000;3000;19513;1429;612;2000;19650;19513;1429;612;5190;8347;0;-1;-1;-1;0;0;38;1;2;1;340000
8887;1;1500;2700;2000;1600;0;2000;42918;41063;39861;39214;40154;39073;0;0;0;2;2;1;26;0;3;1;70000
8888;0;4160;2080;2080;2080;0;2230;2080;4160;2080;2080;4911;6873;-1;0;-1;2;0;0;43;1;1;2;220000
8889;1;2800;0;4418;40000;23000;4599;59390;62779;61524;25158;4599;2457;2;0;0;0;-1;-1;30;1;2;2;170000
8890;0;0;2951;491;23198;4447;2781;2937;489;23083;4425;2768;2103;-2;-2;-2;-2;-2;-2;26;2;2;1;280000
8891;0;1000;3000;2000;1668;2000;2157;48074;47675;48216;49097;67739;141552;0;0;0;0;0;0;39;1;1;2;370000
8892;1;0;0;0;0;0;0;0;0;0;0;0;2500;-2;-2;-2;-2;-1;-1;36;2;1;1;450000
8893;0;3000;2913;2961;2767;2750;2709;80071;79370;77648;76133;74624;88549;0;0;0;0;0;0;28;2;2;1;130000
8894;0;3008;4687;4893;3828;3328;6656;4687;4893;3828;3328;3328;0;-1;-1;-1;-1;-1;1;32;1;1;2;400000
8895;0;2200;2200;2100;2200;2700;2900;56825;55970;56268;57985;67584;72774;0;0;0;0;0;0;29;2;1;1;90000
8896;0;780;992;389;390;390;390;990;389;390;390;390;390;-1;-1;-1;-1;-1;-1;33;1;1;1;450000
8897;0;3100;3300;3200;3200;3500;4700;90492;90625;89780;107674;122319;127781;0;0;0;0;0;0;33;2;2;2;130000
8898;0;13324;5400;5000;0;1000;0;4792;11876;8200;9914;15703;19214;2;0;0;0;2;-1;24;2;1;2;20000
8899;1;1120;1000;837;662;1280;0;20325;19775;19522;44443;44110;49882;0;0;0;0;2;2;27;1;2;2;50000
8900;0;2000;3000;3000;3000;3000;3500;63919;72451;75657;79064;82750;93005;0;0;0;0;0;0;29;2;2;2;200000
8901;0;74646;8695;2091;285;291;291;8669;2085;285;291;291;291;-1;-1;-1;-1;-1;-1;55;2;1;1;150000
8902;0;0;2162;500;25185;2991;2395;2162;500;24971;2986;2395;3264;-1;-1;-1;-1;-1;-1;40;2;1;2;250000
8903;0;2777;19626;3715;5599;2040;2222;19529;3697;5572;8156;8003;5908;-1;-1;-1;0;0;-1;47;1;1;1;270000
8904;0;2800;2700;5000;3000;2961;5195;66745;65403;61680;59934;99675;97626;0;0;0;0;0;0;36;2;1;1;260000
8905;0;4000;4000;3800;4000;4000;4600;103909;102215;100512;100316;101681;102638;0;0;0;0;0;0;34;1;2;1;110000
8906;0;0;2000;2100;0;0;6000;48085;47003;45785;46836;47887;42883;2;2;3;4;2;2;25;2;2;1;50000
8907;0;35031;25125;17868;102;38759;39100;24354;17778;22125;38685;39869;8143;-1;-1;0;-1;0;-1;49;1;2;1;200000
8908;0;1000;1500;1000;2000;5000;2025;27665;26608;26667;50293;51734;53447;0;0;0;0;0;0;25;2;2;2;60000
8909;0;1403;1205;1114;1328;1281;760;1205;1114;1328;1281;760;0;-1;-1;-1;-1;-1;1;46;1;2;1;200000
8910;0;780;0;2522;1261;1261;7014;1261;2522;1261;1261;0;9536;0;-1;-1;-1;-1;-1;38;1;3;1;50000
8911;0;1200;1200;1032;1168;49;1966;28805;29315;29959;68530;71769;71501;0;0;0;2;2;3;22;2;1;2;70000
8912;0;1000;1000;1000;1000;1504;2000;17273;18668;18079;23610;39603;48482;0;0;0;0;0;0;24;2;1;2;50000
8913;0;2000;800;1000;1150;1200;1394;820;1201;1382;1413;1394;1181;0;0;0;0;-1;0;34;2;3;2;230000
8914;0;40000;1070;880;0;2480;8264;1560;880;390;2480;8264;10827;-1;-1;0;-1;-1;-1;45;1;2;2;20000
8915;0;2000;2164;5039;2000;4000;2000;40502;46728;41978;40560;37207;53260;0;0;0;0;0;0;28;2;2;1;330000
8916;1;997;1188;1137;1111;1729;1763;27853;27651;27477;27485;26909;26660;0;0;0;0;0;0;51;2;3;2;50000
8917;0;957;10;7128;2;2229;7728;1996;7126;-2;1711;7721;11924;2;-1;-1;-1;-1;-1;42;1;1;1;460000
